policy_id,title,organization,stage2_category,confidence,reason,candidate_count,direct_cash_candidate_count,candidate_types,estimated_amount_manwon,estimated_type,estimated_context,direct_candidate_summary,manual_status,manual_category,url
PBLN_000000000120268,[강원] 원주시 2026년 소상공인 경영안정자금 지원 사업 변경 공고,강원특별자치도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120268
PBLN_000000000120459,[경남] 사천시ㆍ진주시 2026년 스마트제조 고급인력양성 사업 수요기업 모집 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120459
PBLN_000000000123354,[부산] 2026년 도시형소공인 맞춤형 패키지 지원사업 모집 공고,부산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,total_support_scale,,,,,pending,total_scale_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123354
PBLN_000000000120481,[경기] 김포시 2026년 중소기업 육성자금 지원계획 공고,경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120481
PBLN_000000000120506,[대전] 소상공인ㆍ자영업자 재기지원사업(컨설팅ㆍ경영개선) 참여자 모집 공고(새출발기금 협업),대전광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"non_cash, support_amount",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120506
PBLN_000000000120512,[울산] 2026년 1차 통상변화 대응 중소기업 육성자금 지원계획 변경 공고,울산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120512
PBLN_000000000120516,[부산] 2026년 지산학 브랜치 기업 현장솔루션 랩(lab) 참여 기업 모집 공고,부산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120516
PBLN_000000000123398,[경북] 2026년 4차산업혁명 핵심기술개발사업(혁신기술R&D) 지원사업 공고,경상북도,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,4,2,"support_amount, support_ratio, total_support_scale",,,,"10000.0만원/support_amount/0백만원 지원 기업수 - 5개사(단년 3개사, 다년 2개사) * 접수결과에 따른 단년 또는 다년의 지원기업 수 변동 가능 단년도(12개월) - 기업당 연간 최대 100백만원 지원 예정 다년도(24개월) - 기업당 연간 최대 100백만원 지원 예정(2차년도 예산은 `27년 확정예정) ※ 사업계획서 내 1~2차년도 예산 필수 || 10000.0만원/support_amount/접수결과에 따른 단년 또는 다년의 지원기업 수 변동 가능 단년도(12개월) - 기업당 연간 최대 100백만원 지원 예정 다년도(24개월) - 기업당 연간 최대 100백만원 지원 예정(2차년도 예산은 `27년 확정예정) ※ 사업계획서 내 1~2차년도 예산 필수 작성 ◦ 연구개발비 구성 - 도비 : 지원과제당 총 사업비의 최",pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123398
PBLN_000000000120527,2026년 스마트 전자약 종합지원센터 인허가 지원 기업 상시 모집 공고,보건복지부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120527
PBLN_000000000123029,2026년 2차 차세대 재생에너지 표준화 및 인증고도화 혁신지원 사업 대상과제 공고,기후에너지환경부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"non_cash, support_ratio",,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123029
PBLN_000000000120603,2026년 에너지이용합리화자금 융자사업 공고,기후에너지환경부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120603
PBLN_000000000120620,2026년 소프트웨어 지식재산권(IP) 평가보증 지원사업 공고,과학기술정보통신부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120620
PBLN_000000000120639,2026년 소상공인 불공정거래 피해구제 지원 시행 공고,중소벤처기업부,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120639
PBLN_000000000123406,반도체 소재ㆍ부품 시험평가센터 구축 사업 KIT 반도체 기업지원 사업 추가 모집 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123406
PBLN_000000000120684,[세종] 2026년 식품진흥기금 융자사업 시행 공고,세종특별자치시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,4,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120684
PBLN_000000000120715,[전남광주] 2026년 중동사태 대응을 위한 소상공인 특례보증 지원사업 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120715
PBLN_000000000123189,[충북] 지능형첨단부품산업의 디지털전환 거점 구축 사업 AI 융합 제품ㆍ솔루션 고도화 지원 수혜기업 모집 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"support_ratio, total_support_scale",,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123189
PBLN_000000000120783,[전북] ICT이노베이션스퀘어 확산사업 기업협력프로젝트 참여기업 모집 공고,전북특별자치도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120783
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,non_cash,,,,,reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000120828,[울산] 2026년 2차 소상공인 경영안정자금 긴급 융자 지원계획 공고,울산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120828
PBLN_000000000120829,[울산] 2026년 소상공인 재기지원자금 긴급 융자 지원계획 공고,울산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120829
PBLN_000000000123433,2026년 K-바이오헬스 지역ㆍ전략센터 연계ㆍ협력 지원사업 참여기업 모집 공고,충청북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"equipment_usage_fee, non_cash, support_ratio",,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123433
PBLN_000000000120838,[강원] 춘천시 2026년 사회보험료(10인 미만) 지원 공고,강원특별자치도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120838
PBLN_000000000120843,2026년 아산시 단체관광객 유치 인센티브 지원계획 공고,충청남도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120843
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,6,0,"non_cash, support_amount",,,,,pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000123442,[인천] 2026년 콘텐츠 스케일업 플러스 지원사업 재공고,인천광역시,ratio_only,none,금액 후보 없이 지원비율만 있음,1,0,support_ratio,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123442
PBLN_000000000120889,[전남광주] 목포시 2026년 소상공인 융자금 이차보전 지원 정정 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120889
PBLN_000000000120919,[대구] 2026년 지역 플러스 고용활력 프로젝트 사업 공고,대구광역시,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,2,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120919
PBLN_000000000121001,[울산] 소상공인 포장재 구입비 긴급 지원 사업 공고(온라인 판로ㆍ마케팅 지원),울산광역시,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121001
PBLN_000000000121060,2026년 중소기업 정책자금 융자계획 변경 공고,중소벤처기업부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121060
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,10,8,"subsidy, support_amount, support_ratio, total_support_scale",,,,"66000.0만원/support_amount/선택) ② 건설특화품목컨소시엄 : 공급기업(주관) +도입기업(공동, 1개사이상필수참여) +대학‧연구기관등(선택) ※ 자세한 지원대상 공고문 참조 ☞ 최대 2년, 6.6억원 이내 정부지원연구개발비 지원 ※ 자세한 지원내용 공고문 참조 사업신청 방법 온라인 접수(범부처통합연구지원시스템) 사업신청 사이트 온라인신청 바로가기 문 || 66000.0만원/support_amount/탁연구개발기관은 주관연구개발기관(공급기업)의 기술개발과제의 일부를 위탁을 받은 경우 컨소시엄 참여가능(컨소시엄 확약서 필수 제출)□ 지원기간 및 한도 :최대2년,6.6억원이내내역 사업개발기간 및 지원한도기관부담연구개발비 비중디지털기반 중소사업장 산재예방 기술개발최대 2년, 6.6억원 이내25% 이상□ 연구개발비◦국가연구개 || 50000.0만원/support_amount/, 임상의료 등의 용도로 사용되는 기계장치 및 시설을 말함 3. 청년인력 의무채용 □ 정부지원연구개발비비례청년인력의무채용◦과제당정부지원연구개발비중기업지원금액합계가5억원이상인경우,정부지원연구개발비5억원당청년인력1인을신규로의무채용해야함 * 예시) 1. 영리기관과 비영리기관으로 구성된 연구개발과제의 경우, 영리기관에 지원되는  || 50000.0만원/support_amount/의연구직 * 만 15세 이상 만 34세 이하 참여연구원(신규채용 시점 기준이며, 군 복무 기간에 비례하여 최대 만 39세까지 인정)-(적용대상)정부지원연구개발비를5억원이상지원받는중소기업-1년이상고용을유지해야하며,중도퇴사시2개월이내에대체인력을채용하는것이원칙 * 자발적 퇴사 후 대체인력 채용 전 기간의 미지급 인건비에 대해서 || 50000.0만원/support_amount/%이내로계상가능 * 간접비 고시 비율, 관리 사항 등은 국가연구개발혁신법 적용□ 정부지원연구개발비 비례 청년인력 의무채용◦과제당정부지원연구개발비중기업지원금액합계가5억원이상인경우,정부지원연구개발비5억원당청년인력1인이상을신규로의무채용해야함 * 예시) 1. 영리기관과 비영리기관으로 구성된 연구개발과제의 경우, 영리기관에 지원되 || 50000.0만원/subsidy/까지 고용실적(1년 이상 고용 유지) 완료) - 6 - ** 연구 개시 시점 일괄 채용하는 것을 기본으로 하되, 1차년도에 의무채용을 시작하여 정부지원금 누계가 5억원을 초과하는 연도에 의무인력 채용 가능(다만, 과제 종료 전까지 고용실적(1년 이상 고용 유지) 완료) -(채용조건)만15~34세의연구직(정규직) * 만 1",reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
PBLN_000000000121099,[경남ㆍ부산ㆍ울산ㆍ전남] 2026년 중소조선 함정MRO 글로벌 경쟁력 강화지원사업 함정MRO 전문인력양성 참여기업 모집 공고,산업통상부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_amount",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121099
PBLN_000000000121131,[경기] 2026년 일터동행 기업 파트너십 참여기업 모집 공고(무료 교육ㆍ컨설팅 지원),경기도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121131
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,ratio_only,none,금액 후보 없이 지원비율만 있음,2,0,support_amount,,,,,reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121182,2026년 희망리턴패키지 재기사업화(경영개선) 위기 소상공인 진단ㆍ멘토링 지원 모집 공고,중소벤처기업부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121182
PBLN_000000000123447,[전북] 2026년 특화역량 BI 지원사업 AI-R&D 부스팅 프로그램 참여기업 모집 공고,중소벤처기업부,hold_unit_or_total_context,none,월/명/건/기간/총규모/자부담 등 위험 문맥 포함,4,3,"support_amount, support_ratio",,,,"300.0만원/support_amount/,정부R&D과제기획지원3개사내외기업당최대200만원Adv-MVP제작지원제품기능·성능개선,시제품고도화및사업화지원4개사내외기업당최대300만원※기술로드맵수립컨설팅은운영기관이전문가를매칭하여지원하는방식으로별도자부담이없음※Adv-MVP제작지원은공급가액기준최대300만원까지지원하며,기업은공급가액의10%이상및부가가치세를 || 300.0만원/support_amount/당최대300만원※기술로드맵수립컨설팅은운영기관이전문가를매칭하여지원하는방식으로별도자부담이없음※Adv-MVP제작지원은공급가액기준최대300만원까지지원하며,기업은공급가액의10%이상및부가가치세를부담하여야함※기술로드맵수립컨설팅및Adv-MVP제작지원은중복신청가능 □ 추진일정구분추진일정모집공고및신청·접수2026.6.19~7 || 200.0만원/support_amount/정부R&D사업기획실무등20개사내외해당없음기술로드맵수립컨설팅기업맞춤형기술진단,기술로드맵수립,정부R&D과제기획지원3개사내외기업당최대200만원Adv-MVP제작지원제품기능·성능개선,시제품고도화및사업화지원4개사내외기업당최대300만원※기술로드맵수립컨설팅은운영기관이전문가를매칭하여지원하는방식으로별도자부담이없음※Adv-MV",pending,manual_representative_recoverable,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123447
PBLN_000000000121214,[광주ㆍ전북ㆍ전남] 2026년 광주ㆍ호남권 거점기업 육성 금융지원 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121214
PBLN_000000000121226,2026년 상생형 AX선도모델 주관기관(대기업 등) 모집 공고,중소벤처기업부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,13,0,"non_cash, support_amount",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121226
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,non_cash,,,,,reviewed,keep_old_amount,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123459
PBLN_000000000121243,[울산] 2026년 중소기업 AI인프라 육성자금 지원계획 변경 공고,울산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121243
PBLN_000000000121268,[인천] 2026년 인천형 특별 경영안정자금 지원 공고(금융비용 확대 지원을 위한 하나은행 출연 및 협업),인천광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121268
PBLN_000000000121325,[경북] 경산시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121325
PBLN_000000000121326,[경북] 고령군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121326
PBLN_000000000121328,[경북] 김천시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121328
PBLN_000000000121330,[경북] 성주군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121330
PBLN_000000000123470,[대구] 2026년 2차 AI솔루션 실증 참여기업 모집 공고(지역특화 제조데이터 활성화 사업),중소벤처기업부,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,consulting_fee,,,,,pending,recommend_only_payload,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123470
PBLN_000000000121336,[경북] 칠곡군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121336
PBLN_000000000121338,[경북] 상주시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121338
PBLN_000000000121366,[제주] 소상공인ㆍ자영업자 재기지원사업 희망업체 모집 공고,제주특별자치도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,3,0,"non_cash, support_amount",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121366
PBLN_000000000121392,[충북] 2026년 2차 식품근로자 및 기업 고용안정 지원사업 모집 공고(지역상생형 일터혁신 프로젝트),충청북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,3,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121392
PBLN_000000000121397,[강원] 2026년 바이오기업 애로해소 인허가 컨설팅 지원기업 상시모집 공고,강원특별자치도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,non_cash,,,,,pending,mixed_manual_review,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121397
PBLN_000000000123478,[부산] 2026년 2차 연구개발장비 공동활용 지원사업 공고(장비사용료 지원사업 안내),부산광역시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,1,0,equipment_usage_fee,,,,,pending,recommend_only_payload,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123478
PBLN_000000000121425,[경북] 구미시 2026년 소상공인 카드수수료 지원사업 참여 점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121425
PBLN_000000000119584,2026년 광주테크노파크 공동활용 연구시설ㆍ장비 사용 안내 공고,전남광주통합특별시,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,5,0,non_cash,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119584
PBLN_000000000121466,[경북] 경산시 2026년 중소기업 기숙사 임차비 지원사업 참가기업 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,2,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121466
PBLN_000000000121467,[경북] 포항시 2026년 소상공인 카드수수료 지원사업 참여업체 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121467
PBLN_000000000121501,2026년 퍼스널케어 융합 얼라이언스 육성사업 비즈니스 경쟁력 강화지원 사업 추가모집 공고,경상북도,exclude_non_cash_finance_total,none,직접지원 후보 없이 제외/총규모/금융/비현금 유형만 있음,2,0,"non_cash, support_amount",,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121501
PBLN_000000000121520,[경북] 경주시 2026년 소상공인 카드수수료 지원사업 참여 점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121520
PBLN_000000000121563,[경북] 영주시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121563
PBLN_000000000121565,[경북] 문경시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121565
PBLN_000000000121567,[경북] 영양군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121567
PBLN_000000000121568,[경북] 봉화군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121568
PBLN_000000000121646,[경북] 안동시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,hold_no_direct_cash,none,후보는 있으나 현금성 직접지원 금액 후보 없음,1,0,support_amount,,,,,not_required,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121646
